Ensembl	Gene_Name	logConc	p.value	Fold_Change	q.value	DE	Low_read_count	D2_SNP_correction	flip_flop	Affymetrix_ProbeID	Affymetrix_Fold_Change	Affymetrix_q.value	Illumina_Probe_ID 	Illumina_Fold_Change 	Illumina_q.value	Biotype 	Chr	Gene_start	Gene_Description
ENSMUSG00000034845	Plvap	-17.21	3.5885E-24	0.39	3.5738E-22	1	0	4	0	1418090_at	0.56	6.4083E-08	ILMN_2984110	0.42	8.59E-08	protein_coding	8	74021666	plasmalemma vesicle associated protein Gene [Source:MGI Symbol;Acc:MGI:1890497]
ENSMUSG00000073673	Gm10560	-20.15	3.8321E-24	4.67	3.7797E-22	1	1	4	0	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	4	155395712	predicted gene 10560 Gene [Source:MGI Symbol;Acc:MGI:3641794]
ENSMUSG00000020629	Adi1	-15.15	1.0365E-23	0.42	1.0126E-21	1	0	4	0	N/A	N/A	N/A	ILMN_3143557	0.38	5.54E-11	protein_coding	12	29360096	acireductone dioxygenase 1 Gene [Source:MGI (curated);Acc:MGI:2144929]
ENSMUSG00000085154	RP23-272P17.6	-21.75	1.2086E-23	9.26	1.1696E-21	1	1	4	0	N/A	N/A	N/A	N/A	N/A	N/A	processed_transcript	11	103559038	N/A
ENSMUSG00000060224	Pyroxd2	-18.90	1.3407E-23	0.31	1.2853E-21	1	0	4	0	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	19	42800348	pyridine nucleotide-disulphide oxidoreductase domain 2 Gene [Source:MGI Symbol;Acc:MGI:1921830]
ENSMUSG00000043719	Col6a6	-21.55	2.0792E-23	0.11	1.9567E-21	1	1	4	0	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	9	105657872	"collagen, type VI, alpha 6 Gene [Source:MGI Symbol;Acc:MGI:2444259]"
ENSMUSG00000061086	Myl4	-17.23	2.0644E-23	2.55	1.9567E-21	1	0	4	0	1422580_at	1.85	1.7113E-02	ILMN_2610744	2.15	3.05E-04	protein_coding	11	104411977	"myosin, light polypeptide 4 Gene [Source:MGI (curated);Acc:MGI:97267]"
ENSMUSG00000018907	Alox12e	-21.71	2.6075E-23	0.09	2.4097E-21	1	1	4	0	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	11	70129112	"arachidonate lipoxygenase, epidermal Gene [Source:MGI (curated);Acc:MGI:1274790]"
ENSMUSG00000061815	Rufy4	-21.77	2.6075E-23	0.08	2.4097E-21	1	1	4	0	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	1	74172115	RUN and FYVE domain containing 4 Gene [Source:MGI (curated);Acc:MGI:3588214]
ENSMUSG00000046056	Sbsn	-18.83	5.0424E-23	3.16	4.6182E-21	1	0	4	0	1459897_a_at	4.02	1.1988E-12	ILMN_2744374	0.98	3.62E-01	protein_coding	7	31536581	suprabasin Gene [Source:MGI Symbol;Acc:MGI:2446326]
ENSMUSG00000022076	Klhl1	-16.96	7.8427E-23	2.46	7.1194E-21	1	0	4	0	1436465_at	1.99	2.3328E-06	N/A	N/A	N/A	protein_coding	14	96504478	kelch-like 1 (Drosophila) Gene [Source:MGI (curated);Acc:MGI:2136335]
ENSMUSG00000030255	Sspn	-17.39	8.1954E-23	2.54	7.3743E-21	1	0	4	0	1417644_at	1.78	2.9618E-06	N/A	N/A	N/A	protein_coding	6	145880161	sarcospan Gene [Source:MGI (curated);Acc:MGI:1353511]
ENSMUSG00000078552	Dcdc2b	-18.79	9.2626E-23	3.09	8.2622E-21	1	0	4	0	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	4	129285771	doublecortin domain containing 2b Gene [Source:MGI (curated);Acc:MGI:2686212]
ENSMUSG00000032517	Mobp	-12.25	3.1649E-22	2.20	2.7987E-20	1	0	4	0	1436263_at	1.67	1.3350E-03	ILMN_1223628	1.82	1.77E-06	protein_coding	9	120058860	myelin-associated oligodendrocytic basic protein Gene [Source:MGI Symbol;Acc:MGI:108511]
ENSMUSG00000034875	Nudt19	-14.95	4.0908E-22	2.24	3.5866E-20	1	0	4	0	1434216_a_at	3.43	3.1551E-16	ILMN_2746906	2.72	4.74E-13	protein_coding	7	36332204	nudix (nucleoside diphosphate linked moiety X)-type motif 19 Gene [Source:MGI (curated);Acc:MGI:94203]
ENSMUSG00000086496	RP23-392P11.4	-15.94	4.2748E-22	0.43	3.7162E-20	1	0	4	0	1441203_at	0.65	2.5267E-09	N/A	N/A	N/A	processed_transcript	2	158421208	N/A
ENSMUSG00000027318	Adam33	-17.69	4.8573E-22	0.39	4.1870E-20	1	0	4	0	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	2	130876327	a disintegrin and metallopeptidase domain 33 Gene [Source:MGI (curated);Acc:MGI:1341813]
ENSMUSG00000052631	Sh2d6	-20.12	5.0141E-22	0.23	4.2862E-20	1	1	4	0	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	6	72463638	SH2 domain containing 6 Gene [Source:MGI (curated);Acc:MGI:1918380]
ENSMUSG00000020014	4930485B16Rik	-19.30	7.1738E-22	0.29	6.0817E-20	1	0	4	0	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	10	92497441	RIKEN cDNA 4930485B16 gene Gene [Source:MGI Symbol;Acc:MGI:1922208]
ENSMUSG00000037847	Nrk1	-19.29	1.0230E-21	3.30	8.6015E-20	1	0	4	0	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	19	18706440	Nicotinamide riboside kinase 1 (NmR-K 1)(NRK 1)(EC 2.7.1.22)(Ribosylnicotinamide kinase 1)(RNK 1)(Nicotinic acid riboside kinase 1)(EC 2.7.1.n4)(Ribosylnicotinic acid kinase 1) [Source:UniProtKB/Swiss-Prot;Acc:Q91W63]
ENSMUSG00000028973	Abcb8	-14.31	1.7205E-21	0.45	1.4349E-19	1	0	4	0	1423713_at	0.54	4.1287E-07	ILMN_2864834	0.57	1.50E-04	protein_coding	5	23899481	"ATP-binding cassette, sub-family B (MDR/TAP), member 8 Gene [Source:MGI (curated);Acc:MGI:1351667]"
ENSMUSG00000018927	Ccl6	-19.75	1.7841E-21	0.26	1.4759E-19	1	0	4	0	1417266_at	0.38	1.4357E-08	N/A	N/A	N/A	protein_coding	11	83401384	chemokine (C-C motif) ligand 6 Gene [Source:MGI (curated);Acc:MGI:98263]
ENSMUSG00000064023	Klk8	-19.83	1.9733E-21	0.28	1.6065E-19	1	0	4	0	1419722_at	0.64	1.9898E-06	ILMN_2675232	0.54	2.66E-11	protein_coding	7	51052947	kallikrein related-peptidase 8 Gene [Source:MGI Symbol;Acc:MGI:1343327]
ENSMUSG00000064193	RP24-364O14.1	-24.08	1.9688E-21	93.18	1.6065E-19	1	1	4	0	N/A	N/A	N/A	N/A	N/A	N/A	pseudogene	2	80677252	N/A
ENSMUSG00000047419	Cmya5	-16.50	2.9897E-21	2.32	2.4148E-19	1	0	4	0	1427312_at	1.50	2.8855E-07	N/A	N/A	N/A	protein_coding	13	93810677	cardiomyopathy associated 5 Gene [Source:MGI Symbol;Acc:MGI:1923719]
ENSMUSG00000015656	Hspa8	-18.16	4.0418E-21	2.65	3.2391E-19	1	0	4	0	1431182_at	2.06	4.9428E-04	N/A	N/A	N/A	protein_coding	9	40609067	heat shock protein 8 Gene [Source:MGI (curated);Acc:MGI:105384]
ENSMUSG00000064337	AY172335.9	-9.38	5.9157E-21	2.14	4.7041E-19	1	0	4	0	N/A	N/A	N/A	N/A	N/A	N/A	Mt_rRNA	MT	70	N/A
ENSMUSG00000082159	AC134327.1	-22.55	7.6379E-21	15.86	6.0268E-19	1	1	4	0	N/A	N/A	N/A	N/A	N/A	N/A	pseudogene	1	31792901	N/A
ENSMUSG00000078486	2310042D19Rik	-18.45	8.4301E-21	2.76	6.6012E-19	1	0	4	0	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	4	155590036	RIKEN cDNA 2310042D19 gene Gene [Source:MGI Symbol;Acc:MGI:1921433]
ENSMUSG00000041449	Serpina3h	-23.33	1.1166E-20	0.02	8.6770E-19	1	1	4	0	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	12	105474452	"serine (or cysteine) peptidase inhibitor, clade A, member 3H Gene [Source:MGI Symbol;Acc:MGI:2182839]"
ENSMUSG00000072899	C330024D21Rik	-23.31	1.2756E-20	0.02	9.8384E-19	1	1	4	0	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	5	67857566	RIKEN cDNA C330024D21 gene Gene [Source:MGI Symbol;Acc:MGI:2444116]
ENSMUSG00000031552	Adam18	-35.47	2.3618E-20	572616911.12	1.8080E-18	1	1	4	0	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	8	25712718	a disintegrin and metallopeptidase domain 18 Gene [Source:MGI (curated);Acc:MGI:105986]
ENSMUSG00000035208	Slfn8	-20.70	2.8311E-20	0.19	2.1512E-18	1	1	4	0	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	11	82815660	schlafen 8 Gene [Source:MGI (curated);Acc:MGI:2672859]
ENSMUSG00000021702	Thbs4	-17.65	3.4694E-20	2.41	2.6168E-18	1	0	4	0	1449388_at	1.24	8.1878E-02	N/A	N/A	N/A	protein_coding	13	93521546	thrombospondin 4 Gene [Source:MGI Symbol;Acc:MGI:1101779]
ENSMUSG00000045498	Pcdhb3	-16.92	3.7759E-20	0.43	2.8272E-18	1	0	4	0	1420429_at	0.53	7.9717E-09	N/A	N/A	N/A	protein_coding	18	37460453	protocadherin beta 3 Gene [Source:MGI Symbol;Acc:MGI:2136737]
ENSMUSG00000034317	Trim59	-16.78	3.9748E-20	2.27	2.9546E-18	1	0	4	0	1416118_at	1.46	2.2021E-03	ILMN_2993661	4.39	2.98E-12	protein_coding	3	68839210	tripartite motif-containing 59 Gene [Source:MGI (curated);Acc:MGI:1914199]
ENSMUSG00000031389	Arhgap4	-17.66	4.6440E-20	0.40	3.4272E-18	1	0	4	0	1419296_at	0.73	3.0071E-06	ILMN_2677876	0.58	3.35E-07	protein_coding	X	71136781	Rho GTPase activating protein 4 Gene [Source:MGI (curated);Acc:MGI:2159577]
ENSMUSG00000085092	AC134575.1	-22.11	1.4914E-19	10.01	1.0928E-17	1	1	4	0	N/A	N/A	N/A	N/A	N/A	N/A	lincRNA	14	69981561	N/A
ENSMUSG00000075514	RP23-177L19.1	-16.71	1.5073E-19	0.44	1.0965E-17	1	0	4	0	N/A	N/A	N/A	N/A	N/A	N/A	processed_transcript	2	20890681	N/A
ENSMUSG00000038760	Trhr	-18.42	2.2901E-19	0.37	1.6543E-17	1	0	4	0	1449571_at	0.59	3.3714E-04	ILMN_2521340	0.72	4.81E-03	protein_coding	15	44027779	thyrotropin releasing hormone receptor Gene [Source:MGI Symbol;Acc:MGI:98824]
ENSMUSG00000078684	AC134246.2	-18.03	2.4478E-19	2.50	1.7559E-17	1	0	4	0	N/A	N/A	N/A	N/A	N/A	N/A	pseudogene	3	88579138	"RIKEN cDNA 5830417I10 gene (5830417I10Rik), non-coding RNA [Source:RefSeq DNA;Acc:NR_028359]"
ENSMUSG00000039013	Siglec5	-21.05	2.6268E-19	0.18	1.8712E-17	1	1	4	0	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	7	50606711	sialic acid binding Ig-like lectin 5 Gene [Source:MGI (curated);Acc:MGI:2681107]
ENSMUSG00000026473	Glul	-11.75	3.7151E-19	2.06	2.6282E-17	1	0	4	0	1426236_a_at	1.25	1.6713E-05	ILMN_2644496	1.51	1.19E-02	protein_coding	1	155747074	glutamate-ammonia ligase (glutamine synthetase) Gene [Source:MGI (curated);Acc:MGI:95739]
ENSMUSG00000046338	Gpat2	-19.89	4.4369E-19	0.28	3.1174E-17	1	0	4	0	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	2	127250935	"glycerol-3-phosphate acyltransferase 2, mitochondrial Gene [Source:MGI (curated);Acc:MGI:2684962]"
ENSMUSG00000028927	Padi2	-17.26	6.7833E-19	2.31	4.7335E-17	1	0	4	0	1418252_at	1.55	2.3150E-04	N/A	N/A	N/A	protein_coding	4	140462259	"peptidyl arginine deiminase, type II Gene [Source:MGI (curated);Acc:MGI:1338892]"
ENSMUSG00000032667	Pon2	-15.22	8.4215E-19	2.10	5.8370E-17	1	0	4	0	1450686_at	1.32	1.2166E-03	ILMN_1233836	1.49	1.91E-08	protein_coding	6	5214147	paraoxonase 2 Gene [Source:MGI (curated);Acc:MGI:106687]
ENSMUSG00000068758	Il3ra	-20.28	9.3746E-19	0.26	6.4540E-17	1	1	4	0	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	14	15179009	"interleukin 3 receptor, alpha chain Gene [Source:MGI Symbol;Acc:MGI:96553]"
ENSMUSG00000075391	RP23-186B18.4	-16.24	1.0806E-18	0.46	7.3898E-17	1	0	4	0	N/A	N/A	N/A	N/A	N/A	N/A	pseudogene	2	35195880	N/A
ENSMUSG00000042210	Abhd14a	-16.06	1.2895E-18	2.15	8.7599E-17	1	0	4	0	1425699_a_at	1.78	2.4083E-10	N/A	N/A	N/A	protein_coding	9	106342385	abhydrolase domain containing 14A Gene [Source:MGI Symbol;Acc:MGI:1915894]
ENSMUSG00000040899	Ccr6	-19.51	1.5484E-18	0.31	1.0449E-16	1	0	4	0	1450357_a_at	0.57	5.2627E-08	ILMN_2888448	0.55	9.13E-06	protein_coding	17	8435391	chemokine (C-C motif) receptor 6 Gene [Source:MGI Symbol;Acc:MGI:1333797]
ENSMUSG00000029070	Mxra8	-17.52	1.9095E-18	0.43	1.2802E-16	1	0	4	0	1452330_a_at	0.64	9.3594E-06	ILMN_2927638	0.66	5.82E-05	protein_coding	4	155213789	matrix-remodelling associated 8 Gene [Source:MGI (curated);Acc:MGI:1922011]
ENSMUSG00000052407	4930473A06Rik	-19.21	2.2502E-18	2.83	1.4989E-16	1	0	4	0	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	4	83171449	RIKEN cDNA 4930473A06 gene Gene [Source:MGI Symbol;Acc:MGI:1922152]
ENSMUSG00000079494	Cml5	-20.90	2.4430E-18	4.77	1.6168E-16	1	1	4	0	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	6	85767215	camello-like 5 Gene [Source:MGI (curated);Acc:MGI:1916299]
ENSMUSG00000040856	Dlk1	-17.13	2.4802E-18	0.45	1.6309E-16	1	0	4	0	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	12	110691059	delta-like 1 homolog (Drosophila) Gene [Source:MGI (curated);Acc:MGI:94900]
ENSMUSG00000024810	Il33	-15.32	2.5320E-18	2.08	1.6543E-16	1	0	4	0	1416200_at	1.72	2.7170E-05	ILMN_1259747	1.64	1.19E-05	protein_coding	19	29999604	interleukin 33 Gene [Source:MGI (curated);Acc:MGI:1924375]
ENSMUSG00000007035	Msh5	-20.83	2.6755E-18	0.20	1.7370E-16	1	1	4	0	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	17	35165552	mutS homolog 5 (E. coli) Gene [Source:MGI Symbol;Acc:MGI:1329021]
ENSMUSG00000072620	Slfn2	-20.81	2.8693E-18	4.68	1.8511E-16	1	1	4	0	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	11	82878614	schlafen 2 Gene [Source:MGI (curated);Acc:MGI:1313258]
ENSMUSG00000028600	Podn	-17.08	4.9083E-18	0.44	3.1468E-16	1	0	4	0	1435180_at	0.87	2.5373E-03	N/A	N/A	N/A	protein_coding	4	107687396	podocan Gene [Source:MGI (curated);Acc:MGI:2674939]
ENSMUSG00000031492	Chrnb3	-19.28	9.9523E-18	0.34	6.3410E-16	1	0	4	0	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	8	28479183	"cholinergic receptor, nicotinic, beta polypeptide 3 Gene [Source:MGI Symbol;Acc:MGI:106212]"
ENSMUSG00000078485	Plekhn1	-17.13	1.1227E-17	2.22	7.1091E-16	1	0	4	0	1435257_at	0.94	1.5468E-01	ILMN_2924601	0.99	4.67E-01	protein_coding	4	155595565	"pleckstrin homology domain containing, family N member 1 Gene [Source:MGI Symbol;Acc:MGI:2387630]"
ENSMUSG00000020679	Hnf1b	-23.10	1.4187E-17	22.42	8.9282E-16	1	1	4	0	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	11	83663668	HNF1 homeobox B Gene [Source:MGI (curated);Acc:MGI:98505]
ENSMUSG00000041559	Fmod	-16.71	2.2142E-17	0.46	1.3849E-15	1	0	4	0	1415939_at	0.87	9.0894E-02	N/A	N/A	N/A	protein_coding	1	135933831	fibromodulin Gene [Source:MGI (curated);Acc:MGI:1328364]
ENSMUSG00000019734	Tmc4	-18.28	2.7057E-17	2.43	1.6821E-15	1	0	4	0	1427178_at	1.52	3.3919E-05	N/A	N/A	N/A	protein_coding	7	3617392	transmembrane channel-like gene family 4 Gene [Source:MGI (curated);Acc:MGI:2669035]
ENSMUSG00000032377	Plscr4	-19.30	3.9078E-17	2.85	2.4148E-15	1	0	4	0	1433626_at	1.53	1.0619E-07	ILMN_2758717	1.04	1.86E-01	protein_coding	9	92352216	phospholipid scramblase 4 Gene [Source:MGI (curated);Acc:MGI:2143267]
ENSMUSG00000036322	H2-Ea	-35.57	4.6130E-17	0.00	2.8186E-15	1	1	4	0	N/A	N/A	N/A	N/A	N/A	N/A	pseudogene	17	34478897	"histocompatibility 2, class II antigen E alpha, pseudogene Pseudogene [Source:MGI Symbol;Acc:MGI:95900]"
ENSMUSG00000053475	Tnfaip6	-18.03	4.6162E-17	2.29	2.8186E-15	1	0	4	0	1418424_at	1.62	3.0120E-04	N/A	N/A	N/A	protein_coding	2	51893529	tumor necrosis factor alpha induced protein 6 Gene [Source:MGI (curated);Acc:MGI:1195266]
ENSMUSG00000079103	Tgm7	-22.76	4.7482E-17	15.83	2.8820E-15	1	1	4	0	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	2	120919301	transglutaminase 7 Gene [Source:MGI (curated);Acc:MGI:2151164]
ENSMUSG00000034227	Foxj1	-17.90	5.2646E-17	2.34	3.1767E-15	1	0	4	0	1425291_at	1.06	4.3665E-01	ILMN_2754453	1.01	4.25E-01	protein_coding	11	116192018	forkhead box J1 Gene [Source:MGI (curated);Acc:MGI:1347474]
ENSMUSG00000041735	RP23-139B20.3	-24.01	5.5362E-17	0.01	3.3211E-15	1	1	4	0	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	4	144293094	"predicted gene 13178 (Gm13178), mRNA [Source:RefSeq DNA;Acc:NM_001085536]"
ENSMUSG00000089679	AC117805.2	-20.57	5.6234E-17	3.98	3.3538E-15	1	1	4	0	N/A	N/A	N/A	N/A	N/A	N/A	processed_transcript	19	53893844	N/A
ENSMUSG00000034205	Loxl2	-20.82	6.1515E-17	4.54	3.6475E-15	1	1	4	0	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	14	70008975	lysyl oxidase-like 2 Gene [Source:MGI Symbol;Acc:MGI:2137913]
ENSMUSG00000085705	CH36-125B10.3	-22.51	7.6322E-17	12.68	4.4994E-15	1	1	4	0	N/A	N/A	N/A	N/A	N/A	N/A	processed_transcript	17	13812667	N/A
ENSMUSG00000022066	Entpd4	-14.07	7.8109E-17	1.98	4.5785E-15	1	0	4	0	1449190_a_at	1.70	5.9030E-09	ILMN_2589312	1.74	8.97E-12	protein_coding	14	69955242	ectonucleoside triphosphate diphosphohydrolase 4 Gene [Source:MGI Symbol;Acc:MGI:1914714]
ENSMUSG00000043122	A530016L24Rik	-20.05	9.2609E-17	0.27	5.3976E-15	1	1	4	0	N/A	N/A	N/A	ILMN_2637105	1.02	3.56E-01	protein_coding	12	113727659	RIKEN cDNA A530016L24 gene Gene [Source:MGI Symbol;Acc:MGI:2443020]
ENSMUSG00000029994	Anxa4	-17.98	1.0000E-16	0.43	5.7954E-15	1	0	4	0	1424176_a_at	0.48	9.3365E-06	N/A	N/A	N/A	protein_coding	6	86686834	annexin A4 Gene [Source:MGI (curated);Acc:MGI:88030]
ENSMUSG00000022439	Parvg	-17.63	1.4526E-16	0.44	8.3711E-15	1	0	4	0	N/A	N/A	N/A	ILMN_2764580	0.86	1.17E-02	protein_coding	15	84154456	"parvin, gamma Gene [Source:MGI (curated);Acc:MGI:2158329]"
ENSMUSG00000087467	RP23-353O20.2	-23.02	1.4811E-16	16.28	8.4876E-15	1	1	4	0	N/A	N/A	N/A	N/A	N/A	N/A	processed_transcript	2	67329101	N/A
ENSMUSG00000036339	6720456H20Rik	-15.55	1.5691E-16	2.01	8.9423E-15	1	0	4	0	N/A	N/A	N/A	ILMN_2668886	1.65	5.78E-09	protein_coding	14	49065803	RIKEN cDNA 6720456H20 gene Gene [Source:MGI Symbol;Acc:MGI:2443219]
ENSMUSG00000001473	Tubb6	-18.50	1.6872E-16	2.49	9.5619E-15	1	0	4	0	N/A	N/A	N/A	ILMN_2718217	0.80	1.25E-04	protein_coding	18	67550371	"tubulin, beta 6 Gene [Source:MGI Symbol;Acc:MGI:1915201]"
ENSMUSG00000000560	Gabra2	-14.16	2.0333E-16	0.50	1.1460E-14	1	0	4	0	1421738_at	0.44	5.2627E-08	N/A	N/A	N/A	protein_coding	5	71352296	"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 2 Gene [Source:MGI Symbol;Acc:MGI:95614]"
ENSMUSG00000024026	Glo1	-14.56	2.7392E-16	0.50	1.5354E-14	1	0	4	0	1424108_at	0.50	1.6088E-08	ILMN_2667352	0.51	3.34E-10	protein_coding	17	30729811	glyoxalase 1 Gene [Source:MGI Symbol;Acc:MGI:95742]
ENSMUSG00000047767	Atg16l2	-15.64	3.7604E-16	0.50	2.0964E-14	1	0	4	0	1429396_at	0.61	1.0568E-07	N/A	N/A	N/A	protein_coding	7	108437906	autophagy related 16 like 2 (S. cerevisiae) Gene [Source:MGI (curated);Acc:MGI:1920933]
ENSMUSG00000073402	Gm8909	-35.64	5.0496E-16	0.00	2.7999E-14	1	1	4	0	N/A	N/A	N/A	ILMN_2835683	0.89	7.78E-02	protein_coding	17	36301557	predicted gene 8909 Gene [Source:MGI Symbol;Acc:MGI:3704134]
ENSMUSG00000032425	4930422I07Rik	-15.84	5.6839E-16	0.49	3.1347E-14	1	0	4	0	1458491_at	0.49	4.2327E-09	N/A	N/A	N/A	protein_coding	9	88442858	RIKEN cDNA 4930422I07 gene Gene [Source:MGI Symbol;Acc:MGI:1918890]
ENSMUSG00000086118	RP23-188D9.1	-18.36	5.9818E-16	2.35	3.2813E-14	1	0	4	0	1457496_at	1.30	5.6605E-04	N/A	N/A	N/A	processed_transcript	2	156434942	N/A
ENSMUSG00000036896	C1qc	-15.69	6.4645E-16	1.99	3.5272E-14	1	0	4	0	1449401_at	2.18	1.8657E-11	ILMN_2715840	1.64	2.46E-08	protein_coding	4	136445719	"complement component 1, q subcomponent, C chain Gene [Source:MGI (curated);Acc:MGI:88225]"
ENSMUSG00000032091	Tmprss4	-20.68	8.6967E-16	0.25	4.7201E-14	1	1	4	0	N/A	N/A	N/A	ILMN_2459260	0.88	5.81E-02	protein_coding	9	44980979	"transmembrane protease, serine 4 Gene [Source:MGI Symbol;Acc:MGI:2384877]"
ENSMUSG00000035686	Thrsp	-17.32	1.4007E-15	2.13	7.5621E-14	1	0	4	0	1424737_at	1.50	3.0398E-05	N/A	N/A	N/A	protein_coding	7	104561448	thyroid hormone responsive SPOT14 homolog (Rattus) Gene [Source:MGI (curated);Acc:MGI:109126]
ENSMUSG00000028125	Abca4	-18.43	1.5516E-15	2.36	8.3330E-14	1	0	4	0	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	3	121747361	"ATP-binding cassette, sub-family A (ABC1), member 4 Gene [Source:MGI (curated);Acc:MGI:109424]"
ENSMUSG00000033585	Ndn	-12.79	2.7120E-15	0.52	1.4489E-13	1	0	4	0	1415923_at	1.03	3.8419E-01	ILMN_2622374	0.76	6.50E-02	protein_coding	7	69493163	necdin Gene [Source:MGI Symbol;Acc:MGI:97290]
ENSMUSG00000027375	Mal	-12.31	2.7526E-15	1.90	1.4630E-13	1	0	4	0	1417275_at	1.25	6.6683E-02	ILMN_1248947	1.83	7.31E-04	protein_coding	2	127458962	"myelin and lymphocyte protein, T-cell differentiation protein Gene [Source:MGI (curated);Acc:MGI:892970]"
ENSMUSG00000059005	Hnrnpa3	-16.85	2.8075E-15	2.06	1.4845E-13	1	0	4	0	N/A	N/A	N/A	ILMN_1220620	1.88	5.54E-11	protein_coding	2	75497318	heterogeneous nuclear ribonucleoprotein A3 Gene [Source:MGI (curated);Acc:MGI:1917171]
ENSMUSG00000051599	Pcdhb2	-18.23	3.1680E-15	0.43	1.6665E-13	1	0	4	0	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	18	37454494	protocadherin beta 2 Gene [Source:MGI Symbol;Acc:MGI:2136735]
ENSMUSG00000047228	BC048546	-18.12	3.3544E-15	0.44	1.7556E-13	1	0	4	0	1436503_at	0.51	3.2509E-06	ILMN_2984219	0.40	2.14E-08	protein_coding	6	128489840	Ovostatin homolog Precursor  [Source:UniProtKB/Swiss-Prot;Acc:Q3UU35]
ENSMUSG00000039328	Rnf122	-17.55	3.7567E-15	2.14	1.9561E-13	1	0	4	0	N/A	N/A	N/A	ILMN_2737725	0.96	2.73E-01	protein_coding	8	32222292	ring finger protein 122 Gene [Source:MGI (curated);Acc:MGI:1916117]
ENSMUSG00000086697	AC117663.2	-21.43	4.1218E-15	5.13	2.1354E-13	1	1	4	0	N/A	N/A	N/A	N/A	N/A	N/A	processed_transcript	5	23321436	N/A
ENSMUSG00000028009	1700061I17Rik	-35.68	4.7831E-15	0.00	2.4656E-13	1	1	4	0	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	3	116763440	RIKEN cDNA 1700061I17 gene Gene [Source:MGI Symbol;Acc:MGI:1920612]
ENSMUSG00000078633	AC161053.1	-23.50	4.8469E-15	22.95	2.4859E-13	1	1	4	0	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	3	98186404	Putative uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:Q8VHM1]
ENSMUSG00000036905	C1qb	-15.33	6.2822E-15	1.93	3.2061E-13	1	0	4	0	1417063_at	1.85	8.1649E-10	N/A	N/A	N/A	protein_coding	4	136436044	"complement component 1, q subcomponent, beta polypeptide Gene [Source:MGI (curated);Acc:MGI:88224]"
ENSMUSG00000052430	Bmpr1b	-15.94	6.3792E-15	1.95	3.2077E-13	1	0	4	0	1437312_at	1.48	1.1076E-08	ILMN_2812900	1.79	8.49E-05	protein_coding	3	141500100	"bone morphogenetic protein receptor, type 1B Gene [Source:MGI (curated);Acc:MGI:107191]"
ENSMUSG00000028626	Col9a2	-17.87	6.3603E-15	0.46	3.2077E-13	1	0	4	0	N/A	N/A	N/A	ILMN_2945030	0.78	4.06E-02	protein_coding	4	120711990	"collagen, type IX, alpha 2 Gene [Source:MGI (curated);Acc:MGI:88466]"
ENSMUSG00000049620	Prss33	-22.53	6.3332E-15	0.09	3.2077E-13	1	1	4	0	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	17	23970327	"protease, serine, 33 Gene [Source:MGI Symbol;Acc:MGI:2661234]"
ENSMUSG00000022899	Slc15a2	-15.57	7.0634E-15	0.51	3.5344E-13	1	0	4	0	1417600_at	0.41	1.3951E-11	N/A	N/A	N/A	protein_coding	16	36750267	"solute carrier family 15 (H+/peptide transporter), member 2 Gene [Source:MGI Symbol;Acc:MGI:1890457]"
ENSMUSG00000087471	AC027184.2	-22.33	9.2022E-15	8.62	4.5823E-13	1	1	4	0	N/A	N/A	N/A	N/A	N/A	N/A	lincRNA	14	51490039	N/A
